Date,Visitor,G,Home,G,,Att.,LOG,Notes
2021-03-11,New York Rangers,0,Boston Bruins,4,,,02:22:00 AM,
2021-03-11,Pittsburgh Penguins,5,Buffalo Sabres,2,,,02:22:00 AM,
2021-03-11,Nashville Predators,1,Carolina Hurricanes,5,,2924,02:23:00 AM,
2021-03-11,Florida Panthers,5,Columbus Blue Jackets,4,OT,3739,02:26:00 AM,
2021-03-11,Montreal Canadiens,1,Calgary Flames,2,,,02:22:00 AM,
2021-03-11,Chicago Blackhawks,4,Dallas Stars,2,,4213,02:23:00 AM,
2021-03-11,Tampa Bay Lightning,4,Detroit Red Wings,6,,,02:41:00 AM,
2021-03-11,New Jersey Devils,3,New York Islanders,5,,1000,02:23:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-11,Washington Capitals,5,Philadelphia Flyers,3,,2807,02:32:00 AM,
2021-03-11,Winnipeg Jets,3,Toronto Maple Leafs,4,OT,,02:27:00 AM,
2021-03-12,San Jose Sharks,6,Anaheim Ducks,0,,,02:24:00 AM,
2021-03-12,Los Angeles Kings,0,Colorado Avalanche,2,,,02:29:00 AM,
2021-03-12,Ottawa Senators,2,Edmonton Oilers,6,,,02:24:00 AM,
2021-03-12,Arizona Coyotes,0,Minnesota Wild,4,,,02:22:00 AM,
2021-03-12,Vegas Golden Knights,5,St. Louis Blues,4,OT,,02:36:00 AM,
2021-03-13,San Jose Sharks,3,Anaheim Ducks,1,,,02:25:00 AM,
2021-03-13,New York Rangers,4,Boston Bruins,0,,,02:32:00 AM,
2021-03-13,Pittsburgh Penguins,3,Buffalo Sabres,0,,,02:22:00 AM,
2021-03-13,Dallas Stars,3,Columbus Blue Jackets,4,OT,4160,02:27:00 AM,
2021-03-13,Montreal Canadiens,1,Calgary Flames,3,,,02:25:00 AM,
2021-03-13,Chicago Blackhawks,2,Florida Panthers,4,,4721,02:26:00 AM,
2021-03-13,New York Islanders,3,New Jersey Devils,2,,1800,02:17:00 AM,
2021-03-13,Washington Capitals,5,Philadelphia Flyers,4,,3083,02:19:00 AM,
2021-03-13,Vegas Golden Knights,5,St. Louis Blues,1,,,02:27:00 AM,
2021-03-13,Nashville Predators,3,Tampa Bay Lightning,6,,3800,02:24:00 AM,
2021-03-13,Winnipeg Jets,5,Toronto Maple Leafs,2,,,02:29:00 AM,
2021-03-13,Edmonton Oilers,1,Vancouver Canucks,2,,,02:26:00 AM,
2021-03-14,Dallas Stars,2,Columbus Blue Jackets,1,SO,3992,02:32:00 AM,
2021-03-14,Los Angeles Kings,1,Colorado Avalanche,4,,,02:19:00 AM,
2021-03-14,Carolina Hurricanes,2,Detroit Red Wings,1,,,02:23:00 AM,
2021-03-14,Arizona Coyotes,1,Minnesota Wild,4,,,02:24:00 AM,
2021-03-14,New York Islanders,3,New Jersey Devils,2,SO,1800,02:48:00 AM,
2021-03-14,Toronto Maple Leafs,3,Ottawa Senators,4,,,02:23:00 AM,
2021-03-15,Washington Capitals,6,Buffalo Sabres,0,,,02:18:00 AM,
2021-03-15,Edmonton Oilers,3,Calgary Flames,4,,,02:22:00 AM,
2021-03-15,Chicago Blackhawks,3,Florida Panthers,6,,4512,02:32:00 AM,
2021-03-15,Philadelphia Flyers,5,New York Rangers,4,OT,1639,02:40:00 AM,
2021-03-15,Vancouver Canucks,3,Ottawa Senators,2,OT,,02:37:00 AM,
2021-03-15,Boston Bruins,1,Pittsburgh Penguins,4,,2800,02:28:00 AM,
2021-03-15,Nashville Predators,4,Tampa Bay Lightning,1,,3800,02:28:00 AM,
2021-03-15,San Jose Sharks,1,Vegas Golden Knights,2,,3473,02:43:00 AM,
2021-03-15,Montreal Canadiens,4,Winnipeg Jets,2,,,02:30:00 AM,
2021-03-16,Anaheim Ducks,4,Colorado Avalanche,8,,,02:34:00 AM,
2021-03-16,Tampa Bay Lightning,4,Dallas Stars,3,SO,4057,02:43:00 AM,
2021-03-16,Carolina Hurricanes,2,Detroit Red Wings,4,,,02:28:00 AM,
2021-03-16,Arizona Coyotes,0,Minnesota Wild,3,,,02:23:00 AM,
2021-03-16,Buffalo Sabres,2,New Jersey Devils,3,,1800,02:27:00 AM,
2021-03-16,Boston Bruins,2,Pittsburgh Penguins,1,,2800,02:30:00 AM,
2021-03-16,New York Islanders,1,Washington Capitals,3,,,02:21:00 AM,
2021-03-17,Edmonton Oilers,7,Calgary Flames,3,,,02:23:00 AM,
2021-03-17,St. Louis Blues,1,Los Angeles Kings,4,,,02:24:00 AM,
2021-03-17,Philadelphia Flyers,0,New York Rangers,9,,1723,02:26:00 AM,
2021-03-17,Vancouver Canucks,3,Ottawa Senators,2,SO,,02:34:00 AM,
2021-03-17,San Jose Sharks,4,Vegas Golden Knights,5,,3473,02:32:00 AM,
2021-03-17,Montreal Canadiens,3,Winnipeg Jets,4,OT,,02:22:00 AM,
2021-03-18,Arizona Coyotes,2,Anaheim Ducks,3,OT,,02:28:00 AM,
2021-03-18,Boston Bruins,4,Buffalo Sabres,1,,,02:25:00 AM,
2021-03-18,Columbus Blue Jackets,3,Carolina Hurricanes,2,OT,2924,02:31:00 AM,
2021-03-18,Minnesota Wild,1,Colorado Avalanche,5,,,02:31:00 AM,
2021-03-18,Dallas Stars,2,Detroit Red Wings,3,,,02:27:00 AM,
2021-03-18,Winnipeg Jets,1,Edmonton Oilers,2,,,02:25:00 AM,
2021-03-18,Nashville Predators,2,Florida Panthers,1,,4559,02:30:00 AM,
2021-03-18,Pittsburgh Penguins,2,New Jersey Devils,3,,1800,02:33:00 AM,
2021-03-18,Philadelphia Flyers,4,New York Islanders,3,,1400,02:28:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-18,Chicago Blackhawks,2,Tampa Bay Lightning,4,,3800,02:22:00 AM,
2021-03-19,Vegas Golden Knights,4,Los Angeles Kings,2,,,02:29:00 AM,
2021-03-19,Vancouver Canucks,3,Montreal Canadiens,2,OT,,02:28:00 AM,
2021-03-19,St. Louis Blues,2,San Jose Sharks,1,SO,,02:41:00 AM,
2021-03-19,Calgary Flames,4,Toronto Maple Leafs,3,,,02:25:00 AM,
2021-03-19,New York Rangers,1,Washington Capitals,2,,,02:20:00 AM,
2021-03-20,Arizona Coyotes,5,Anaheim Ducks,1,,,02:24:00 AM,
2021-03-20,Columbus Blue Jackets,3,Carolina Hurricanes,2,SO,2924,02:39:00 AM,
2021-03-20,Minnesota Wild,0,Colorado Avalanche,6,,,02:31:00 AM,
2021-03-20,Dallas Stars,3,Detroit Red Wings,0,,,02:20:00 AM,
2021-03-20,Winnipeg Jets,2,Edmonton Oilers,4,,,02:22:00 AM,
2021-03-20,Nashville Predators,0,Florida Panthers,2,,4358,02:22:00 AM,
2021-03-20,Vancouver Canucks,4,Montreal Canadiens,5,SO,,02:36:00 AM,
2021-03-20,Pittsburgh Penguins,3,New Jersey Devils,1,,1800,02:22:00 AM,
2021-03-20,Philadelphia Flyers,1,New York Islanders,6,,1400,02:18:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-03-20,St. Louis Blues,5,San Jose Sharks,2,,,02:25:00 AM,
2021-03-20,Chicago Blackhawks,1,Tampa Bay Lightning,4,,3800,02:20:00 AM,
2021-03-20,Calgary Flames,0,Toronto Maple Leafs,2,,,02:25:00 AM,
2021-03-20,New York Rangers,3,Washington Capitals,1,,,02:28:00 AM,
2021-03-21,Nashville Predators,4,Dallas Stars,3,SO,4011,02:48:00 AM,
2021-03-21,Vegas Golden Knights,1,Los Angeles Kings,3,,,02:29:00 AM,
2021-03-21,New Jersey Devils,2,Pittsburgh Penguins,1,OT,2800,02:21:00 AM,
2021-03-21,Florida Panthers,3,Tampa Bay Lightning,5,,3800,02:36:00 AM,
2021-03-22,Colorado Avalanche,5,Arizona Coyotes,1,,2593,02:22:00 AM,
2021-03-22,Carolina Hurricanes,3,Columbus Blue Jackets,0,,3829,02:17:00 AM,
2021-03-22,Anaheim Ducks,1,Minnesota Wild,2,,,02:23:00 AM,
2021-03-22,Buffalo Sabres,3,New York Rangers,5,,1800,02:24:00 AM,
2021-03-22,Calgary Flames,1,Ottawa Senators,2,,,02:17:00 AM,
2021-03-22,New York Islanders,2,Philadelphia Flyers,1,OT,2820,02:23:00 AM,
2021-03-22,Los Angeles Kings,1,San Jose Sharks,2,,,02:22:00 AM,
2021-03-22,Winnipeg Jets,4,Vancouver Canucks,0,,,02:18:00 AM,
2021-03-22,St. Louis Blues,1,Vegas Golden Knights,5,,3750,02:22:00 AM,
2021-03-23,Colorado Avalanche,4,Arizona Coyotes,5,SO,2539,02:41:00 AM,
2021-03-23,Florida Panthers,2,Chicago Blackhawks,3,,,02:28:00 AM,
2021-03-23,Tampa Bay Lightning,2,Dallas Stars,1,,4103,02:32:00 AM,
2021-03-23,Detroit Red Wings,0,Nashville Predators,2,,,02:24:00 AM,
2021-03-23,New Jersey Devils,4,Philadelphia Flyers,3,,2882,02:28:00 AM,
2021-03-24,Anaheim Ducks,2,Minnesota Wild,3,,,02:29:00 AM,
2021-03-24,Calgary Flames,1,Ottawa Senators,3,,,02:16:00 AM,
2021-03-24,Buffalo Sabres,2,Pittsburgh Penguins,5,,2800,02:26:00 AM,
2021-03-24,Los Angeles Kings,2,San Jose Sharks,4,,,02:24:00 AM,
2021-03-24,Winnipeg Jets,5,Vancouver Canucks,1,,,02:24:00 AM,
2021-03-25,New York Islanders,4,Boston Bruins,3,OT,2191,02:40:00 AM,
2021-03-25,Carolina Hurricanes,4,Columbus Blue Jackets,3,OT,4033,02:32:00 AM,
2021-03-25,Florida Panthers,0,Chicago Blackhawks,3,,,02:21:00 AM,
2021-03-25,Vegas Golden Knights,1,Colorado Avalanche,5,,,02:30:00 AM,
2021-03-25,Tampa Bay Lightning,3,Dallas Stars,4,,4187,02:34:00 AM,
2021-03-25,St. Louis Blues,0,Minnesota Wild,2,,,02:21:00 AM,
2021-03-25,Detroit Red Wings,1,Nashville Predators,7,,,02:28:00 AM,
2021-03-25,Toronto Maple Leafs,3,Ottawa Senators,2,OT,,02:41:00 AM,
2021-03-25,New York Rangers,8,Philadelphia Flyers,3,,2854,02:32:00 AM,
2021-03-25,Buffalo Sabres,0,Pittsburgh Penguins,4,,2800,02:25:00 AM,
2021-03-25,New Jersey Devils,3,Washington Capitals,4,,,02:31:00 AM,
2021-03-26,San Jose Sharks,2,Arizona Coyotes,5,,3007,02:23:00 AM,
2021-03-26,Winnipeg Jets,3,Calgary Flames,2,,,02:24:00 AM,
2021-03-26,Anaheim Ducks,4,St. Louis Blues,1,,,02:23:00 AM,
2021-03-26,New Jersey Devils,0,Washington Capitals,4,,,02:25:00 AM,
2021-03-27,San Jose Sharks,0,Arizona Coyotes,4,,3217,02:27:00 AM,
2021-03-27,Buffalo Sabres,2,Boston Bruins,3,,2191,02:28:00 AM,
2021-03-27,Tampa Bay Lightning,3,Carolina Hurricanes,4,,4433,02:31:00 AM,
2021-03-27,Winnipeg Jets,2,Calgary Flames,4,,,02:22:00 AM,
2021-03-27,Nashville Predators,3,Chicago Blackhawks,1,,,02:15:00 AM,
2021-03-27,Vegas Golden Knights,3,Colorado Avalanche,2,OT,,02:29:00 AM,
2021-03-27,Florida Panthers,4,Dallas Stars,3,OT,4209,02:44:00 AM,
2021-03-27,Columbus Blue Jackets,1,Detroit Red Wings,3,,,02:20:00 AM,
2021-03-27,New York Rangers,1,Philadelphia Flyers,2,,3069,02:24:00 AM,
2021-03-27,New York Islanders,3,Pittsburgh Penguins,6,,2800,02:23:00 AM,
2021-03-27,Edmonton Oilers,3,Toronto Maple Leafs,4,OT,,02:27:00 AM,
2021-03-28,New Jersey Devils,1,Boston Bruins,0,,2191,02:46:00 AM,
2021-03-28,Nashville Predators,3,Chicago Blackhawks,2,,,02:22:00 AM,
2021-03-28,Florida Panthers,4,Dallas Stars,1,,4026,02:35:00 AM,
2021-03-28,Columbus Blue Jackets,1,Detroit Red Wings,4,,,02:18:00 AM,
2021-03-28,Anaheim Ducks,3,St. Louis Blues,2,OT,,02:30:00 AM,
2021-03-28,New York Rangers,4,Washington Capitals,5,,,02:28:00 AM,
2021-03-29,Philadelphia Flyers,4,Buffalo Sabres,3,OT,,02:31:00 AM,
2021-03-29,Winnipeg Jets,5,Calgary Flames,1,,,02:24:00 AM,
2021-03-29,Anaheim Ducks,2,Colorado Avalanche,5,,,02:31:00 AM,
2021-03-29,New York Islanders,1,Pittsburgh Penguins,2,,2800,02:26:00 AM,
2021-03-29,Minnesota Wild,3,San Jose Sharks,4,SO,,02:37:00 AM,
2021-03-29,Edmonton Oilers,3,Toronto Maple Leafs,2,OT,,02:24:00 AM,
2021-03-29,Los Angeles Kings,1,Vegas Golden Knights,4,,3950,02:13:00 AM,
2021-03-30,New Jersey Devils,4,Boston Bruins,5,SO,2191,02:50:00 AM,
2021-03-30,Carolina Hurricanes,1,Chicago Blackhawks,2,,,02:25:00 AM,
2021-03-30,Detroit Red Wings,1,Florida Panthers,4,,4321,02:23:00 AM,
2021-03-30,Edmonton Oilers,0,Montreal Canadiens,4,,,02:29:00 AM,
2021-03-30,Dallas Stars,2,Nashville Predators,3,OT,,02:26:00 AM,
2021-03-30,Washington Capitals,2,New York Rangers,5,,1761,02:27:00 AM,
2021-03-30,Columbus Blue Jackets,3,Tampa Bay Lightning,1,,3800,02:41:00 AM,
2021-03-31,Philadelphia Flyers,1,Buffalo Sabres,6,,,02:21:00 AM,
2021-03-31,Arizona Coyotes,3,Colorado Avalanche,9,,,02:34:00 AM,
2021-03-31,Minnesota Wild,2,San Jose Sharks,4,,,02:28:00 AM,
2021-03-31,Los Angeles Kings,4,Vegas Golden Knights,2,,3950,02:26:00 AM,
2021-03-31,Toronto Maple Leafs,3,Winnipeg Jets,1,,,02:23:00 AM,
2021-04-01,Pittsburgh Penguins,4,Boston Bruins,1,,2191,02:33:00 AM,
2021-04-01,New York Rangers,3,Buffalo Sabres,2,OT,,02:26:00 AM,
2021-04-01,Carolina Hurricanes,4,Chicago Blackhawks,3,,,02:31:00 AM,
2021-04-01,Detroit Red Wings,2,Florida Panthers,3,OT,4359,02:35:00 AM,
2021-04-01,Dallas Stars,4,Nashville Predators,1,,,02:24:00 AM,
2021-04-01,Washington Capitals,4,New York Islanders,8,,1400,02:33:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-01,Montreal Canadiens,4,Ottawa Senators,1,,,02:22:00 AM,
2021-04-01,Columbus Blue Jackets,2,Tampa Bay Lightning,3,,3800,02:28:00 AM,
2021-04-01,Minnesota Wild,3,Vegas Golden Knights,2,SO,3950,02:36:00 AM,
2021-04-02,Arizona Coyotes,4,Anaheim Ducks,2,,,02:26:00 AM,
2021-04-02,St. Louis Blues,2,Colorado Avalanche,3,,4039,02:28:00 AM,
2021-04-02,Calgary Flames,2,Edmonton Oilers,3,,,02:21:00 AM,
2021-04-02,San Jose Sharks,3,Los Angeles Kings,0,,,02:26:00 AM,
2021-04-02,Washington Capitals,2,New Jersey Devils,1,OT,3600,02:29:00 AM,
2021-04-02,Toronto Maple Leafs,2,Winnipeg Jets,1,SO,,02:28:00 AM,
2021-04-03,Pittsburgh Penguins,5,Boston Bruins,7,,2191,02:44:00 AM,
2021-04-03,New York Rangers,2,Buffalo Sabres,3,SO,,02:39:00 AM,
2021-04-03,Dallas Stars,3,Carolina Hurricanes,2,,4987,02:30:00 AM,
2021-04-03,St. Louis Blues,1,Colorado Avalanche,2,,4035,02:29:00 AM,
2021-04-03,Columbus Blue Jackets,2,Florida Panthers,5,,4375,02:28:00 AM,
2021-04-03,San Jose Sharks,3,Los Angeles Kings,2,,,02:18:00 AM,
2021-04-03,Ottawa Senators,6,Montreal Canadiens,3,,,02:33:00 AM,
2021-04-03,Chicago Blackhawks,0,Nashville Predators,3,,,02:26:00 AM,
2021-04-03,Philadelphia Flyers,2,New York Islanders,3,SO,1400,02:41:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-03,Detroit Red Wings,1,Tampa Bay Lightning,2,,3800,02:17:00 AM,
2021-04-03,Minnesota Wild,2,Vegas Golden Knights,1,,3950,02:24:00 AM,
2021-04-04,Arizona Coyotes,3,Anaheim Ducks,2,OT,,02:37:00 AM,
2021-04-04,Dallas Stars,0,Carolina Hurricanes,1,,4987,02:21:00 AM,
2021-04-04,Toronto Maple Leafs,4,Calgary Flames,2,,,02:17:00 AM,
2021-04-04,Columbus Blue Jackets,0,Florida Panthers,3,,4069,02:20:00 AM,
2021-04-04,Washington Capitals,5,New Jersey Devils,4,,3600,02:32:00 AM,
2021-04-04,Detroit Red Wings,5,Tampa Bay Lightning,1,,3800,02:20:00 AM,
2021-04-05,Philadelphia Flyers,3,Boston Bruins,2,OT,2191,02:38:00 AM,
2021-04-05,Toronto Maple Leafs,5,Calgary Flames,3,,,02:27:00 AM,
2021-04-05,Arizona Coyotes,5,Los Angeles Kings,2,,,02:35:00 AM,
2021-04-05,Colorado Avalanche,5,Minnesota Wild,4,,3000,03:00:00 AM,
2021-04-05,Edmonton Oilers,2,Montreal Canadiens,3,OT,,02:29:00 AM,
2021-04-05,Vegas Golden Knights,6,St. Louis Blues,1,,,02:44:00 AM,
2021-04-05,Ottawa Senators,3,Winnipeg Jets,4,,,02:20:00 AM,
2021-04-06,Florida Panthers,2,Carolina Hurricanes,5,,4987,02:30:00 AM,
2021-04-06,Tampa Bay Lightning,2,Columbus Blue Jackets,4,,4080,02:30:00 AM,
2021-04-06,Dallas Stars,2,Chicago Blackhawks,4,,,02:30:00 AM,
2021-04-06,Nashville Predators,3,Detroit Red Wings,2,SO,,02:32:00 AM,
2021-04-06,Buffalo Sabres,5,New Jersey Devils,3,,3600,02:22:00 AM,
2021-04-06,Washington Capitals,0,New York Islanders,1,,1400,02:28:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-06,Pittsburgh Penguins,4,New York Rangers,8,,1693,02:30:00 AM,
2021-04-06,Boston Bruins,4,Philadelphia Flyers,2,,2638,02:36:00 AM,
2021-04-06,Anaheim Ducks,5,San Jose Sharks,1,,,02:24:00 AM,
2021-04-07,Arizona Coyotes,3,Los Angeles Kings,4,,,02:27:00 AM,
2021-04-07,Colorado Avalanche,3,Minnesota Wild,8,,3000,02:47:00 AM,
2021-04-07,Edmonton Oilers,4,Ottawa Senators,2,,,02:20:00 AM,
2021-04-07,Vegas Golden Knights,1,St. Louis Blues,3,,,02:29:00 AM,
2021-04-07,Montreal Canadiens,2,Toronto Maple Leafs,3,,,02:27:00 AM,
2021-04-08,New Jersey Devils,6,Buffalo Sabres,3,,,02:20:00 AM,
2021-04-08,Florida Panthers,0,Carolina Hurricanes,3,,4987,02:29:00 AM,
2021-04-08,Tampa Bay Lightning,6,Columbus Blue Jackets,4,,4143,02:37:00 AM,
2021-04-08,Dallas Stars,5,Chicago Blackhawks,1,,,02:22:00 AM,
2021-04-08,Nashville Predators,7,Detroit Red Wings,1,,,02:26:00 AM,
2021-04-08,Winnipeg Jets,4,Montreal Canadiens,2,,,02:25:00 AM,
2021-04-08,Philadelphia Flyers,2,New York Islanders,3,SO,1400,02:43:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-08,Pittsburgh Penguins,5,New York Rangers,2,,1800,02:25:00 AM,
2021-04-08,Edmonton Oilers,3,Ottawa Senators,1,,,02:19:00 AM,
2021-04-08,Boston Bruins,4,Washington Capitals,2,,,02:34:00 AM,
2021-04-09,Colorado Avalanche,2,Anaheim Ducks,0,,,02:21:00 AM,
2021-04-09,Washington Capitals,4,Buffalo Sabres,3,,,02:31:00 AM,
2021-04-09,Pittsburgh Penguins,6,New Jersey Devils,4,,3600,02:27:00 AM,
2021-04-09,New York Rangers,4,New York Islanders,1,,1400,02:25:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-09,Los Angeles Kings,2,San Jose Sharks,5,,,02:27:00 AM,
2021-04-09,Minnesota Wild,1,St. Louis Blues,9,,,02:27:00 AM,
2021-04-09,Arizona Coyotes,4,Vegas Golden Knights,7,,3950,02:25:00 AM,
2021-04-10,Detroit Red Wings,5,Carolina Hurricanes,4,SO,4987,02:41:00 AM,
2021-04-10,Chicago Blackhawks,4,Columbus Blue Jackets,3,,4502,02:53:00 AM,
2021-04-10,Edmonton Oilers,0,Calgary Flames,5,,,02:28:00 AM,
2021-04-10,Florida Panthers,1,Dallas Stars,4,,4165,02:27:00 AM,
2021-04-10,Winnipeg Jets,5,Montreal Canadiens,0,,,02:22:00 AM,
2021-04-10,Tampa Bay Lightning,3,Nashville Predators,0,,,02:33:00 AM,
2021-04-10,Boston Bruins,2,Philadelphia Flyers,3,,3025,02:29:00 AM,
2021-04-10,Los Angeles Kings,4,San Jose Sharks,2,,,02:22:00 AM,
2021-04-10,Minnesota Wild,2,St. Louis Blues,3,OT,,02:31:00 AM,
2021-04-10,Ottawa Senators,5,Toronto Maple Leafs,6,,,02:20:00 AM,
2021-04-11,Colorado Avalanche,4,Anaheim Ducks,1,,,02:39:00 AM,
2021-04-11,Washington Capitals,8,Boston Bruins,1,,2191,02:32:00 AM,
2021-04-11,Pittsburgh Penguins,5,New Jersey Devils,2,,3600,02:29:00 AM,
2021-04-11,Dallas Stars,2,Nashville Predators,3,SO,,02:32:00 AM,
2021-04-11,New York Rangers,2,New York Islanders,3,OT,1400,02:42:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-11,Buffalo Sabres,5,Philadelphia Flyers,3,,3250,02:31:00 AM,
2021-04-11,Arizona Coyotes,0,Vegas Golden Knights,1,,3950,02:25:00 AM,
2021-04-12,Detroit Red Wings,3,Carolina Hurricanes,1,,4987,02:30:00 AM,
2021-04-12,Chicago Blackhawks,4,Columbus Blue Jackets,3,OT,4093,02:31:00 AM,
2021-04-12,Arizona Coyotes,2,Colorado Avalanche,4,,4042,02:42:00 AM,
2021-04-12,Vegas Golden Knights,4,Los Angeles Kings,2,,,02:20:00 AM,
2021-04-12,Toronto Maple Leafs,2,Montreal Canadiens,4,,,02:21:00 AM,
2021-04-12,Winnipeg Jets,2,Ottawa Senators,4,,,02:20:00 AM,
2021-04-12,Anaheim Ducks,4,San Jose Sharks,0,,,02:24:00 AM,
2021-04-13,Buffalo Sabres,2,Boston Bruins,3,SO,2191,02:45:00 AM,
2021-04-13,Florida Panthers,3,Dallas Stars,2,OT,4199,02:47:00 AM,
2021-04-13,New York Rangers,3,New Jersey Devils,0,,3600,02:15:00 AM,
2021-04-13,Tampa Bay Lightning,2,Nashville Predators,7,,,02:25:00 AM,
2021-04-13,Calgary Flames,3,Toronto Maple Leafs,2,OT,,02:23:00 AM,
2021-04-13,Philadelphia Flyers,1,Washington Capitals,6,,,02:26:00 AM,
2021-04-14,Vegas Golden Knights,6,Los Angeles Kings,2,,,02:24:00 AM,
2021-04-14,Arizona Coyotes,2,Minnesota Wild,5,,3000,02:18:00 AM,
2021-04-14,Calgary Flames,4,Montreal Canadiens,1,,,02:22:00 AM,
2021-04-14,Winnipeg Jets,3,Ottawa Senators,2,,,02:23:00 AM,
2021-04-14,Anaheim Ducks,4,San Jose Sharks,1,,,02:31:00 AM,
2021-04-14,Colorado Avalanche,4,St. Louis Blues,3,,,02:33:00 AM,
2021-04-15,New York Islanders,1,Boston Bruins,4,,2191,02:34:00 AM,
2021-04-15,Nashville Predators,1,Carolina Hurricanes,4,,4987,02:27:00 AM,
2021-04-15,Columbus Blue Jackets,1,Dallas Stars,4,,4201,02:20:00 AM,
2021-04-15,Chicago Blackhawks,1,Detroit Red Wings,4,,,02:14:00 AM,
2021-04-15,New Jersey Devils,0,New York Rangers,4,,1688,02:16:00 AM,
2021-04-15,Philadelphia Flyers,2,Pittsburgh Penguins,1,SO,4672,02:40:00 AM,
2021-04-15,Florida Panthers,2,Tampa Bay Lightning,3,OT,3800,02:25:00 AM,
2021-04-15,Winnipeg Jets,5,Toronto Maple Leafs,2,,,02:20:00 AM,
2021-04-15,Buffalo Sabres,5,Washington Capitals,2,,,02:21:00 AM,
2021-04-16,Vegas Golden Knights,4,Anaheim Ducks,0,,1717,02:21:00 AM,
2021-04-16,New York Islanders,0,Boston Bruins,3,,2191,02:26:00 AM,
2021-04-16,San Jose Sharks,2,Minnesota Wild,3,,3000,02:19:00 AM,
2021-04-16,Calgary Flames,1,Montreal Canadiens,2,,,02:18:00 AM,
2021-04-17,St. Louis Blues,2,Arizona Coyotes,3,,3981,02:19:00 AM,
2021-04-17,Pittsburgh Penguins,3,Buffalo Sabres,2,,,02:17:00 AM,
2021-04-17,Nashville Predators,1,Carolina Hurricanes,3,,4987,02:28:00 AM,
2021-04-17,Columbus Blue Jackets,1,Dallas Stars,5,,5643,02:27:00 AM,
2021-04-17,Chicago Blackhawks,4,Detroit Red Wings,0,,,02:22:00 AM,
2021-04-17,San Jose Sharks,2,Minnesota Wild,5,,3000,02:23:00 AM,
2021-04-17,Ottawa Senators,4,Montreal Canadiens,0,,,02:17:00 AM,
2021-04-17,New Jersey Devils,3,New York Rangers,6,,1800,02:24:00 AM,
2021-04-17,Washington Capitals,6,Philadelphia Flyers,3,,3430,02:28:00 AM,
2021-04-17,Florida Panthers,5,Tampa Bay Lightning,3,,3800,02:23:00 AM,
2021-04-17,Edmonton Oilers,3,Winnipeg Jets,0,,,02:15:00 AM,
2021-04-18,Vegas Golden Knights,5,Anaheim Ducks,2,,1717,02:25:00 AM,
2021-04-18,Washington Capitals,3,Boston Bruins,6,,2191,02:35:00 AM,
2021-04-18,Pittsburgh Penguins,2,Buffalo Sabres,4,,,02:25:00 AM,
2021-04-18,New York Rangers,5,New Jersey Devils,3,,3500,02:24:00 AM,
2021-04-18,New York Islanders,1,Philadelphia Flyers,0,OT,3603,02:25:00 AM,
2021-04-18,Toronto Maple Leafs,2,Vancouver Canucks,3,OT,,02:24:00 AM,
2021-04-19,Minnesota Wild,5,Arizona Coyotes,2,,3481,02:24:00 AM,
2021-04-19,Ottawa Senators,4,Calgary Flames,2,,,02:22:00 AM,
2021-04-19,Detroit Red Wings,2,Dallas Stars,3,SO,4812,02:32:00 AM,
2021-04-19,Montreal Canadiens,1,Edmonton Oilers,4,,,02:26:00 AM,
2021-04-19,Columbus Blue Jackets,2,Florida Panthers,4,,4041,02:30:00 AM,
2021-04-19,Chicago Blackhawks,2,Nashville Predators,5,,,02:27:00 AM,
2021-04-19,Carolina Hurricanes,2,Tampa Bay Lightning,3,OT,3800,02:36:00 AM,
2021-04-19,San Jose Sharks,2,Vegas Golden Knights,3,SO,3950,02:43:00 AM,
2021-04-20,Boston Bruins,2,Buffalo Sabres,0,,,02:39:00 AM,
2021-04-20,Detroit Red Wings,2,Dallas Stars,5,,5148,02:25:00 AM,
2021-04-20,Columbus Blue Jackets,1,Florida Panthers,5,,4132,02:27:00 AM,
2021-04-20,Anaheim Ducks,1,Los Angeles Kings,4,,1431,02:26:00 AM,
2021-04-20,New York Rangers,1,New York Islanders,6,,1400,02:11:00 AM,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-20,New Jersey Devils,6,Pittsburgh Penguins,7,,4672,02:31:00 AM,
2021-04-20,Carolina Hurricanes,4,Tampa Bay Lightning,1,,3800,02:28:00 AM,
2021-04-20,Toronto Maple Leafs,3,Vancouver Canucks,6,,,02:25:00 AM,
2021-04-21,Minnesota Wild,4,Arizona Coyotes,1,,3736,02:23:00 AM,
2021-04-21,Nashville Predators,4,Chicago Blackhawks,5,OT,,02:26:00 AM,
2021-04-21,Montreal Canadiens,4,Edmonton Oilers,3,,,02:25:00 AM,
2021-04-21,San Jose Sharks,2,Vegas Golden Knights,5,,3950,02:26:00 AM,
2021-04-22,Boston Bruins,5,Buffalo Sabres,1,,,02:24:00 AM,
